,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20
Herbert Feigl_4 Analysis of the MindBody Problem.txt,"('feigl', 34)","('see', 14)","('identity', 13)","('problem', 12)","('theory', 10)","('reality', 10)","('mindbody', 9)","('physical', 9)","('mental', 9)","('ibid', 9)","('schlick', 8)","('two', 8)","('one', 6)","('like', 6)","('terms', 6)","('qualia', 6)","('language', 6)","('conception', 5)","('case', 5)","('example', 4)"
Russells Moral Philosophy_7 Russells Ideal the Influence of Spinoza.txt,"('russell', 10)","('life', 9)","('russells', 4)","('human', 4)","('something', 4)","('self', 4)","('contemplation', 4)","('ideal', 3)","('good', 3)","('though', 3)","('however', 3)","('may', 3)","('impersonal', 3)","('person', 3)","('philosophies', 3)","('worth', 2)","('although', 2)","('hedonistic', 2)","('roe', 2)","('right', 2)"
Epistemology_3 What is Justification.txt,"('justification', 28)","('belief', 17)","('justified', 17)","('evidence', 16)","('beliefs', 14)","('one', 11)","('see', 10)","('internalism', 9)","('believing', 8)","('answer', 7)","('deontological', 7)","('according', 7)","('evidentialism', 7)","('truth', 6)","('also', 6)","('true', 6)","('always', 6)","('may', 5)","('believe', 5)","('view', 5)"
Rudolf Carnap_5 Logical Syntax of Language.txt,"('carnap', 26)","('syntax', 20)","('logical', 16)","('language', 14)","('tolerance', 12)","('principle', 10)","('philosophical', 9)","('see', 8)","('languages', 8)","('book', 7)","('later', 7)","('supplement', 7)","('much', 6)","('quine', 6)","('semantics', 6)","('syntactical', 6)","('problems', 6)","('recent', 5)","('logic', 5)","('mode', 5)"
Externalism About Mental Content_9 Active Externalism.txt,"('part', 11)","('cognitive', 11)","('notebook', 9)","('might', 9)","('external', 7)","('mental', 6)","('contents', 6)","('subject', 6)","('processes', 5)","('system', 5)","('whether', 5)","('extended', 5)","('boundary', 5)","('mind', 5)","('active', 4)","('clark', 4)","('belief', 4)","('database', 4)","('externalism', 3)","('chalmers', 3)"
Modal Logic_2 Modal Logics.txt,"('box', 24)","('diamond', 16)","('modal', 14)","('necessary', 12)","('logic', 11)","('arightarrow', 8)","('forall', 8)","('axiom', 7)","('boxarightarrow', 6)","('operators', 6)","('one', 6)","('operator', 5)","('adding', 5)","('necessarily', 5)","('entails', 5)","('possible', 5)","('system', 5)","('case', 5)","('logics', 4)","('necessity', 4)"
Wittgensteins Aesthetics_1 The Critique of Traditional Aesthetics.txt,"('aesthetic', 32)","('wittgenstein', 21)","('language', 12)","('would', 10)","('word', 10)","('work', 10)","('describe', 9)","('words', 8)","('use', 8)","('find', 8)","('see', 7)","('philosophy', 6)","('cases', 6)","('rules', 6)","('rulefollowing', 6)","('aesthetics', 5)","('sense', 5)","('well', 5)","('particular', 5)","('attention', 5)"
Doctrine of Double Effect_3 Misinterpretations.txt,"('effect', 17)","('end', 14)","('double', 13)","('good', 12)","('harm', 12)","('death', 9)","('principle', 8)","('side', 6)","('pain', 6)","('causing', 6)","('condition', 5)","('agents', 4)","('may', 4)","('bring', 4)","('proportionality', 4)","('hastening', 4)","('provide', 4)","('suffering', 4)","('harms', 4)","('medication', 4)"
George Edward Moore_4 Philosophical Analysis.txt,"('moore', 18)","('logical', 14)","('propositions', 12)","('analysis', 11)","('russell', 7)","('philosophy', 7)","('existence', 7)","('proposition', 6)","('russells', 5)","('true', 5)","('position', 5)","('sense', 5)","('one', 4)","('new', 4)","('thought', 4)","('early', 4)","('facts', 4)","('think', 4)","('clear', 4)","('view', 4)"
Semantic Conceptions of Information_3 Information as semantic content.txt,"('information', 63)","('factual', 19)","('may', 18)","('data', 17)","('one', 16)","('semantic', 15)","('true', 12)","('loa', 12)","('instructional', 11)","('example', 10)","('agent', 10)","('battery', 9)","('also', 8)","('content', 8)","('truth', 7)","('false', 6)","('sense', 6)","('constraining', 6)","('affordances', 6)","('nature', 6)"
Moral Non Naturalism_3 Intuitionism.txt,"('properties', 33)","('moral', 31)","('nonnatural', 14)","('knowledge', 11)","('know', 8)","('see', 8)","('come', 7)","('seems', 7)","('worry', 7)","('eklund', 6)","('question', 5)","('questions', 5)","('property', 5)","('naturalist', 5)","('nonnaturalists', 5)","('given', 5)","('like', 5)","('observation', 5)","('nonnaturalism', 5)","('perception', 5)"
William of Ockham_7 Ethics.txt,"('ockham', 12)","('good', 11)","('choose', 9)","('moral', 8)","('act', 8)","('ethics', 7)","('morally', 6)","('god', 6)","('ultimate', 6)","('virtue', 5)","('aquinas', 5)","('human', 5)","('one', 4)","('actions', 4)","('virtuous', 4)","('therefore', 4)","('beings', 4)","('divine', 3)","('theory', 3)","('certain', 3)"
Singular Propositions_61 Temporal Problems for Singular Propositions Quantitative Change.txt,"('exist', 13)","('socrates', 10)","('time', 7)","('exists', 7)","('true', 7)","('presentist', 7)","('analog', 6)","('constituent', 6)","('proposition', 6)","('object', 6)","('temporal', 5)","('presentism', 5)","('singular', 5)","('section', 4)","('first', 4)","('metaphysics', 4)","('although', 4)","('presently', 4)","('past', 4)","('might', 4)"
Hans Reichenbach_1 Life.txt,"('reichenbach', 23)","('berlin', 8)","('university', 7)","('reichenbachs', 7)","('german', 6)","('philosophy', 5)","('circle', 5)","('student', 4)","('became', 4)","('vienna', 4)","('group', 4)","('members', 4)","('prevented', 4)","('hans', 3)","('stuttgart', 3)","('moved', 3)","('physics', 3)","('max', 3)","('work', 3)","('radio', 3)"
Epistemology_5 Sources of Knowledge and Justification.txt,"('knowledge', 34)","('perceptual', 25)","('priori', 19)","('one', 18)","('introspection', 17)","('reliable', 14)","('see', 13)","('know', 13)","('justification', 13)","('experiences', 11)","('source', 11)","('true', 10)","('memory', 10)","('testimony', 10)","('faculties', 9)","('experience', 9)","('might', 9)","('fact', 9)","('would', 9)","('way', 8)"
Rigid Designators_2 Relations Between Rigidity and Associated Theories.txt,"('rigid', 65)","('might', 59)","('rigidity', 48)","('content', 44)","('reference', 34)","('would', 33)","('one', 33)","('like', 32)","('names', 31)","('possible', 28)","('associated', 28)","('say', 28)","('worlds', 27)","('directly', 27)","('theory', 26)","('direct', 25)","('closely', 24)","('name', 23)","('see', 23)","('way', 22)"
Principia Mathematica_3 Contents of Principia Mathematica.txt,"('sections', 9)","('volume', 7)","('divided', 7)","('principia', 6)","('part', 6)","('mathematica', 5)","('first', 5)","('three', 4)","('parts', 4)","('also', 4)","('authors', 4)","('volumes', 3)","('early', 3)","('section', 3)","('russell', 3)","('one', 3)","('book', 3)","('language', 3)","('twentieth', 3)","('century', 3)"
Formalism in the Philosophy of Mathematics_2 Game and Term Formalism.txt,"('frege', 12)","('game', 12)","('theory', 10)","('mathematics', 10)","('arithmetic', 9)","('mathematical', 9)","('formalist', 9)","('symbols', 7)","('formalism', 7)","('objects', 7)","('system', 7)","('heine', 6)","('thomae', 6)","('abstract', 6)","('one', 6)","('standard', 6)","('set', 6)","('need', 6)","('term', 5)","('strings', 5)"
Externalism About Mental Content_6 Externalism and Selfknowledge.txt,"('externalism', 27)","('one', 16)","('content', 16)","('selfknowledge', 15)","('thoughts', 14)","('priori', 12)","('knowledge', 11)","('privileged', 10)","('see', 10)","('know', 9)","('also', 8)","('external', 8)","('thought', 7)","('since', 7)","('water', 7)","('environment', 6)","('argument', 6)","('cases', 6)","('incompatibility', 6)","('subject', 6)"
Qualia_8 Qualia as Intrinsic Nonrepresentational Properties of Experiences.txt,"('earth', 17)","('inverted', 16)","('qualia', 13)","('experiences', 13)","('properties', 7)","('experience', 7)","('representational', 7)","('one', 7)","('sky', 7)","('intrinsic', 6)","('nonrepresentational', 6)","('phenomenal', 6)","('character', 6)","('philosophers', 6)","('see', 6)","('yellow', 6)","('sometimes', 5)","('view', 5)","('cases', 5)","('content', 5)"
Descriptions_2 Russells Theory of Descriptions.txt,"('form', 4)","('sentence', 3)","('description', 3)","('claim', 3)","('idea', 2)","('like', 2)","('containing', 2)","('understood', 2)","('logical', 2)","('definite', 2)","('key', 1)","('proposal', 1)","('indefinite', 1)","('boiled', 1)","('simplest', 1)","('nontechnical', 1)","('expression', 1)","('shorthand', 1)","('conjunction', 1)","('three', 1)"
The Philosophy of Neuroscience_2 Eliminative Materialism and Philosophy Neuralized.txt,"('folk', 19)","('vector', 18)","('neural', 18)","('pain', 18)","('churchland', 17)","('activity', 17)","('network', 16)","('input', 15)","('theories', 15)","('neuroscience', 14)","('scientific', 14)","('computational', 14)","('sensory', 14)","('psychology', 13)","('one', 13)","('output', 13)","('state', 13)","('neurons', 12)","('cognitive', 11)","('synaptic', 11)"
Kurt Gdel_2 Gdels Mathematical Work.txt,"('gödel', 103)","('theorem', 86)","('proof', 78)","('gödels', 59)","('set', 52)","('number', 46)","('first', 43)","('formula', 41)","('see', 41)","('arithmetic', 41)","('theory', 40)","('model', 33)","('logic', 31)","('axioms', 30)","('incompleteness', 28)","('consistency', 27)","('follows', 24)","('natural', 24)","('completeness', 23)","('order', 23)"
Religious Language_4 Religious Minimalism.txt,"('religious', 57)","('discourse', 25)","('truth', 23)","('different', 19)","('wittgenstein', 16)","('standards', 14)","('religion', 14)","('concepts', 11)","('language', 10)","('account', 10)","('reference', 9)","('see', 9)","('evidence', 9)","('realismrelevant', 8)","('descriptive', 8)","('justification', 8)","('scientific', 8)","('minimalist', 7)","('descriptiveness', 7)","('minimalists', 7)"
Reference_6 Negative Views of Reference.txt,"('reference', 17)","('might', 12)","('language', 9)","('words', 9)","('refer', 8)","('theory', 8)","('one', 7)","('relation', 6)","('theories', 6)","('refers', 6)","('notion', 6)","('views', 5)","('say', 5)","('evidence', 5)","('terms', 5)","('substantive', 4)","('quine', 4)","('empirical', 4)","('given', 4)","('equally', 4)"
Wittgensteins Logical Atomism_2 Linguistic Atomism.txt,"('analysis', 28)","('proposition', 21)","('wittgenstein', 15)","('one', 13)","('complex', 11)","('tractatus', 10)","('definition', 10)","('russell', 10)","('propositions', 8)","('symbols', 8)","('terms', 8)","('apparent', 8)","('relation', 8)","('fact', 7)","('obvious', 7)","('theory', 7)","('say', 7)","('names', 6)","('must', 6)","('contextual', 6)"
Analysis_4 Early Modern Conceptions of Analysis and the Development of the Decompositional Conception.txt,"('analysis', 22)","('method', 11)","('decompositional', 9)","('regressive', 8)","('see', 7)","('synthesis', 7)","('geometry', 7)","('first', 6)","('human', 6)","('rational', 6)","('concept', 6)","('although', 5)","('part', 5)","('two', 5)","('descartess', 5)","('rules', 5)","('conception', 5)","('order', 5)","('concepts', 5)","('century', 4)"
Russells Moral Philosophy_6 Consequentialism Emotivism and Moral Reform.txt,"('good', 28)","('right', 16)","('russell', 13)","('may', 10)","('social', 9)","('matter', 9)","('true', 9)","('would', 9)","('rules', 8)","('argument', 8)","('acts', 7)","('produce', 7)","('ends', 7)","('generally', 6)","('act', 6)","('say', 6)","('given', 6)","('moral', 6)","('roe', 6)","('since', 6)"
Moritz Schlick_8 The Protocol Sentence Controversy.txt,"('carnap', 9)","('language', 7)","('schlick', 7)","('affirmations', 7)","('analysis', 6)","('neurath', 6)","('sentences', 5)","('thesis', 5)","('idea', 4)","('protocols', 4)","('logical', 4)","('metalogic', 4)","('linguistic', 4)","('observation', 3)","('meaning', 3)","('effort', 3)","('explain', 3)","('relation', 3)","('otto', 3)","('physical', 3)"
Set Theory_5 Set theory as the foundation of mathematics.txt,"('zfc', 22)","('set', 19)","('mathematical', 11)","('varphi', 9)","('numbers', 8)","('theory', 8)","('model', 8)","('may', 7)","('one', 7)","('mathematics', 7)","('real', 6)","('equivalence', 5)","('mathbbq', 5)","('given', 5)","('thus', 5)","('consistent', 5)","('every', 4)","('object', 4)","('viewed', 4)","('natural', 4)"
Modal Logic_13 Bisimulation.txt,"('bisimulation', 7)","('one', 7)","('forall', 7)","('modal', 6)","('logic', 6)","('counterpart', 6)","('predicate', 6)","('computer', 5)","('states', 5)","('models', 5)","('example', 4)","('frames', 4)","('results', 4)","('language', 4)","('relation', 4)","('conditions', 4)","('translation', 4)","('provides', 3)","('developed', 3)","('science', 3)"
Qualia_9 Relational Theories of Qualia.txt,"('character', 14)","('phenomenal', 13)","('experiences', 12)","('experience', 9)","('perceiver', 7)","('hallucinatory', 7)","('object', 6)","('view', 6)","('one', 6)","('objects', 5)","('cases', 5)","('veridical', 5)","('relational', 4)","('normal', 4)","('circumstances', 4)","('perceivers', 4)","('relevant', 4)","('campbell', 4)","('example', 4)","('case', 4)"
Thomas Reid_3 Perception and Knowledge of the World.txt,"('reid', 78)","('objects', 56)","('ideas', 55)","('qualities', 45)","('perception', 37)","('object', 37)","('theory', 34)","('sensations', 32)","('reids', 31)","('way', 30)","('figure', 25)","('aware', 24)","('sensation', 23)","('primary', 22)","('conception', 21)","('mental', 20)","('external', 19)","('visible', 19)","('one', 18)","('representational', 17)"
The Frege Hilbert Controversy_5 Lingering Issues.txt,"('frege', 20)","('terms', 14)","('independence', 13)","('method', 11)","('proposal', 9)","('would', 8)","('consistency', 6)","('sentences', 6)","('language', 6)","('mapping', 5)","('understanding', 4)","('objections', 4)","('proving', 4)","('sense', 4)","('problem', 4)","('one', 4)","('thought', 4)","('discussion', 4)","('see', 4)","('kind', 4)"
Propositions_7 The Nature and Status of Propositions.txt,"('argument', 20)","('true', 14)","('reading', 13)","('metaphysics', 11)","('readings', 11)","('propositions', 10)","('one', 9)","('questions', 8)","('framework', 8)","('false', 8)","('internal', 7)","('may', 7)","('yablo', 7)","('explain', 6)","('different', 6)","('might', 6)","('distinction', 6)","('two', 6)","('shallow', 5)","('content', 5)"
Ancient Logic_5 The Stoics.txt,"('assertibles', 27)","('assertible', 26)","('logic', 23)","('true', 22)","('one', 20)","('arguments', 19)","('stoics', 17)","('argument', 16)","('stoic', 16)","('thus', 11)","('modes', 10)","('second', 9)","('valid', 9)","('two', 9)","('either', 9)","('false', 9)","('simple', 9)","('chrysippus', 8)","('sayables', 8)","('third', 8)"
Second order and Higher order Logic_9 Axioms of SecondOrder Logic.txt,"('logic', 53)","('secondorder', 47)","('models', 33)","('set', 24)","('axiom', 22)","('order', 18)","('general', 18)","('model', 18)","('theory', 17)","('choice', 17)","('first', 16)","('axioms', 14)","('henkin', 14)","('variables', 13)","('function', 13)","('one', 11)","('domain', 10)","('comprehension', 10)","('schema', 10)","('phi', 10)"
Consequentialism_4 Which Consequences Actual vs Expected Consequentialisms.txt,"('consequences', 27)","('act', 19)","('morally', 15)","('utility', 13)","('decision', 13)","('moral', 13)","('would', 12)","('right', 10)","('make', 9)","('criterion', 9)","('consequentialism', 9)","('wrong', 9)","('procedure', 8)","('acts', 8)","('utilitarians', 8)","('foreseen', 8)","('foreseeable', 8)","('agents', 7)","('likely', 7)","('actual', 7)"
Logical Constructions_8 Propositions and Propositional Functions.txt,"('propositional', 21)","('propositions', 20)","('functions', 18)","('russell', 14)","('theory', 12)","('relation', 10)","('function', 10)","('values', 9)","('proposition', 7)","('would', 7)","('seem', 7)","('say', 6)","('call', 6)","('phi', 6)","('interpretation', 6)","('principia', 5)","('mathematica', 5)","('judgment', 5)","('objects', 5)","('whitehead', 5)"
Vagueness_1 Inquiry Resistance.txt,"('borderline', 25)","('cases', 14)","('vagueness', 9)","('case', 6)","('whether', 6)","('inquiry', 6)","('order', 6)","('man', 5)","('absolute', 5)","('could', 5)","('settle', 5)","('true', 5)","('false', 5)","('vague', 5)","('higher', 5)","('means', 4)","('one', 3)","('two', 3)","('height', 3)","('questions', 3)"
Epistemological Problems of Perception_1 The Problem of the External World.txt,"('perceptual', 16)","('appearances', 14)","('perception', 12)","('problem', 11)","('external', 10)","('world', 10)","('things', 9)","('beliefs', 8)","('skeptical', 8)","('argument', 8)","('justified', 7)","('would', 6)","('might', 6)","('way', 6)","('appear', 5)","('scenarios', 5)","('could', 5)","('know', 5)","('knowledge', 5)","('pew', 5)"
Model Theory_4 Expressive strength.txt,"('firstorder', 14)","('language', 11)","('reducible', 8)","('logic', 8)","('mathbbr', 8)","('sentence', 6)","('infinitesimals', 6)","('two', 5)","('expressive', 5)","('using', 5)","('structures', 5)","('one', 5)","('games', 5)","('theorems', 5)","('languages', 4)","('signature', 4)","('sentences', 4)","('way', 4)","('express', 4)","('see', 4)"
Knowledge by Acquaintance vs  Description_5 Acquaintance and Inferential Knowledge.txt,"('knowledge', 17)","('one', 13)","('acquaintance', 12)","('probable', 12)","('truth', 10)","('inferential', 8)","('propositions', 8)","('relations', 7)","('probability', 6)","('probabilistic', 6)","('direct', 6)","('question', 5)","('makes', 5)","('making', 5)","('justification', 5)","('connections', 5)","('theorist', 4)","('noninferential', 4)","('get', 4)","('least', 4)"
John Buridan_7 Ethics.txt,"('intellect', 7)","('buridans', 5)","('compromise', 5)","('choose', 5)","('defer', 4)","('deferment', 4)","('one', 3)","('moral', 3)","('psychology', 3)","('buridan', 3)","('intellectualist', 3)","('always', 3)","('act', 3)","('qne', 3)","('power', 3)","('choice', 3)","('goodness', 3)","('course', 3)","('possible', 3)","('action', 3)"
Moritz Schlick_4 Special Relativity.txt,"('schlick', 11)","('representational', 9)","('scheme', 6)","('may', 6)","('relativity', 5)","('reference', 5)","('poincaré', 5)","('first', 4)","('claims', 4)","('physical', 4)","('motion', 4)","('two', 4)","('alternative', 4)","('bodies', 4)","('absolute', 4)","('equivalence', 4)","('physics', 3)","('philosophical', 3)","('since', 3)","('presented', 3)"
Thomas Reid_8 Philosophy of Religion.txt,"('reid', 31)","('reids', 29)","('natural', 22)","('belief', 15)","('theology', 14)","('eip', 14)","('religion', 12)","('philosophy', 11)","('first', 11)","('god', 11)","('evil', 11)","('gods', 10)","('necessary', 10)","('arguments', 9)","('existence', 9)","('principle', 9)","('argument', 8)","('humes', 8)","('design', 7)","('one', 7)"
Hans Reichenbach_4 Philosophy of Physics.txt,"('reichenbach', 66)","('reichenbachs', 31)","('theory', 29)","('time', 28)","('causal', 24)","('relativity', 21)","('one', 17)","('conditional', 17)","('quantum', 16)","('direction', 15)","('general', 15)","('space', 15)","('independent', 15)","('relations', 14)","('common', 13)","('physics', 12)","('axiomatization', 12)","('geometry', 11)","('two', 11)","('events', 11)"
Intensional Logic_4 Sense as Algorithm.txt,"('relation', 25)","('partial', 24)","('ldots', 21)","('one', 20)","('relations', 17)","('truth', 16)","('sense', 15)","('language', 15)","('variables', 15)","('formulas', 13)","('fixed', 13)","('moschovakis', 12)","('even', 12)","('equations', 12)","('formula', 12)","('values', 12)","('point', 12)","('following', 11)","('two', 11)","('algorithm', 11)"
Alfred Tarski_4 Logical constants.txt,"('logical', 57)","('tarski', 52)","('universe', 27)","('definition', 21)","('theory', 21)","('class', 20)","('concept', 16)","('membership', 16)","('notions', 16)","('set', 15)","('constants', 14)","('type', 14)","('languages', 13)","('types', 13)","('terms', 12)","('constant', 12)","('consequence', 11)","('language', 10)","('may', 10)","('certain', 10)"
Self Knowledge_2 Doubts about the distinctiveness of selfknowledge.txt,"('one', 12)","('selfknowledge', 10)","('states', 9)","('cold', 9)","('mental', 8)","('may', 8)","('introspection', 8)","('state', 7)","('would', 7)","('know', 7)","('always', 6)","('schwitzgebel', 6)","('attitudes', 6)","('introspective', 6)","('sensation', 6)","('sensations', 6)","('fact', 5)","('present', 5)","('knowledge', 5)","('privileged', 5)"
Constructive Mathematics_5 Constructive Reverse Mathematics.txt,"('theorem', 24)","('fan', 18)","('bish', 12)","('crm', 11)","('subset', 11)","('continuous', 11)","('one', 10)","('every', 10)","('uniform', 10)","('uniformly', 10)","('equivalent', 9)","('detachable', 9)","('metric', 9)","('theorems', 7)","('principles', 7)","('see', 7)","('rightarrow', 7)","('space', 7)","('example', 6)","('first', 6)"
Wittgensteins Logical Atomism_3 Metaphysical Atomism.txt,"('world', 25)","('respect', 17)","('sentence', 17)","('proposition', 16)","('substance', 15)","('sense', 15)","('assumption', 13)","('possible', 12)","('argument', 11)","('wittgenstein', 11)","('would', 11)","('analysis', 9)","('one', 9)","('objects', 9)","('true', 9)","('simple', 8)","('tractarian', 8)","('existence', 8)","('tractatus', 7)","('every', 7)"
Moral Non Naturalism_7 Methodology.txt,"('moral', 7)","('common', 6)","('sense', 6)","('argument', 6)","('nonnaturalism', 5)","('methodological', 4)","('well', 4)","('supervenience', 4)","('tend', 3)","('morality', 3)","('weight', 3)","('scientific', 3)","('nonnaturalists', 3)","('beliefs', 3)","('seems', 3)","('often', 2)","('less', 2)","('world', 2)","('interested', 2)","('conception', 2)"
Doctrine of Double Effect_6 End of Life DecisionMaking.txt,"('effect', 27)","('death', 27)","('pain', 19)","('double', 17)","('may', 13)","('terminal', 11)","('care', 10)","('sedation', 10)","('patients', 9)","('side', 9)","('principle', 8)","('palliative', 8)","('relief', 8)","('drugs', 7)","('hastening', 7)","('would', 7)","('hydration', 6)","('nutrition', 6)","('imminent', 6)","('justification', 5)"
Plato_4 Socrates.txt,"('socrates', 22)","('plato', 12)","('xenophon', 7)","('one', 5)","('dialogues', 5)","('works', 5)","('philosophical', 5)","('platos', 4)","('read', 4)","('like', 3)","('depiction', 3)","('principal', 3)","('aristophanes', 3)","('value', 3)","('historical', 3)","('may', 3)","('socratic', 3)","('nearly', 2)","('testimony', 2)","('figure', 2)"
Moral Psychology  Empirical Approaches_5 Egoism vs Altruism.txt,"('desires', 21)","('desire', 13)","('ultimate', 9)","('motivation', 7)","('egoism', 7)","('empirical', 6)","('altruism', 6)","('people', 5)","('others', 5)","('sometimes', 5)","('altruistic', 5)","('behavior', 5)","('human', 5)","('moral', 5)","('selfinterested', 5)","('account', 5)","('question', 5)","('practical', 5)","('since', 4)","('debate', 4)"
Consciousness_4 The descriptive question What are the features of consciousness.txt,"('conscious', 37)","('consciousness', 35)","('experience', 31)","('phenomenal', 20)","('structure', 18)","('states', 18)","('one', 14)","('intentional', 13)","('self', 13)","('may', 12)","('qualitative', 12)","('view', 11)","('experiences', 11)","('world', 11)","('qualia', 11)","('within', 11)","('representational', 11)","('properties', 9)","('mental', 9)","('ones', 9)"
Willard Van Orman Quine_2 Quines Naturalism and its Implications.txt,"('science', 24)","('quine', 19)","('knowledge', 19)","('world', 15)","('philosophical', 12)","('theory', 12)","('naturalism', 11)","('scientific', 10)","('philosophers', 10)","('see', 9)","('account', 8)","('questions', 8)","('natural', 7)","('says', 7)","('kind', 7)","('naturalistic', 7)","('terms', 7)","('use', 7)","('question', 7)","('term', 6)"
Alfred Jules Ayer_1 Biographical Sketch.txt,"('ayer', 27)","('time', 9)","('london', 7)","('life', 6)","('oxford', 6)","('party', 6)","('whilst', 5)","('made', 5)","('also', 5)","('renee', 5)","('one', 5)","('ryle', 5)","('vienna', 5)","('support', 5)","('lectures', 5)","('rogers', 4)","('philosophy', 4)","('said', 4)","('philosophical', 4)","('hampshire', 4)"
The Analysis of Knowledge_10 VirtueTheoretic Approaches.txt,"('knowledge', 12)","('sosa', 11)","('belief', 11)","('shot', 7)","('accuracy', 7)","('approach', 6)","('apt', 6)","('truth', 5)","('barn', 5)","('henry', 5)","('might', 4)","('calls', 4)","('skill', 4)","('adroitness', 4)","('adroit', 4)","('shots', 4)","('lucky', 4)","('gust', 4)","('wind', 4)","('competence', 4)"
Second order and Higher order Logic_12 Higher Order Logic visvis Type Theory.txt,"('logic', 24)","('order', 23)","('type', 15)","('theory', 13)","('secondorder', 10)","('set', 10)","('higher', 9)","('numbers', 9)","('natural', 8)","('hierarchy', 8)","('first', 6)","('properties', 6)","('sets', 6)","('third', 5)","('lower', 5)","('rank', 5)","('power', 4)","('objects', 4)","('levels', 3)","('denoted', 3)"
Semantic Conceptions of Information_4 Philosophical approaches to semantic information.txt,"('information', 86)","('semantic', 35)","('sigma', 19)","('mtc', 17)","('approach', 17)","('theory', 14)","('also', 12)","('probability', 12)","('amount', 11)","('terms', 9)","('states', 9)","('space', 9)","('degree', 9)","('philosophical', 8)","('truth', 8)","('figure', 8)","('possible', 8)","('informativeness', 8)","('maximum', 8)","('factual', 7)"
Gottfried Wilhelm Leibniz_6 Epistemology.txt,"('leibniz', 43)","('mind', 19)","('knowledge', 18)","('truths', 18)","('perceptions', 17)","('ideas', 16)","('human', 13)","('one', 12)","('leibnizs', 10)","('necessary', 10)","('also', 9)","('things', 8)","('experience', 8)","('locke', 8)","('terms', 7)","('possibility', 7)","('according', 7)","('example', 7)","('beings', 7)","('reasoning', 7)"
Medieval Theories of the Syllogism_4 Peter Abelard.txt,"('modal', 38)","('sentences', 25)","('abelard', 18)","('rules', 16)","('sentence', 15)","('theory', 11)","('abelards', 10)","('first', 9)","('logic', 9)","('conversion', 9)","('syllogistic', 8)","('dicto', 8)","('medieval', 7)","('aristotles', 7)","('figure', 7)","('also', 7)","('distinction', 7)","('mode', 7)","('logicians', 6)","('dialectica', 6)"
Wittgensteins Philosophy of Mathematics_4 The Impact of Philosophy of Mathematics on Mathematics.txt,"('mathematics', 8)","('clarity', 7)","('mathematicians', 5)","('mathematical', 5)","('philosophical', 4)","('since', 3)","('new', 3)","('education', 3)","('future', 2)","('absolute', 2)","('games', 2)","('growth', 2)","('doubts', 2)","('say', 2)","('problems', 2)","('arithmetic', 2)","('represses', 2)","('conceptions', 2)","('propositions', 2)","('extensions', 2)"
Rudolf Carnap_1 General Characterization of Carnaps Philosophy.txt,"('carnap', 55)","('language', 44)","('scientific', 31)","('frameworks', 26)","('logical', 23)","('see', 22)","('science', 21)","('languages', 19)","('knowledge', 19)","('concepts', 18)","('different', 18)","('framework', 18)","('theories', 18)","('logic', 17)","('problems', 16)","('section', 16)","('supplement', 14)","('view', 13)","('also', 12)","('inductive', 12)"
The Deflationary Theory of Truth_1 History of Deflationism.txt,"('truth', 12)","('true', 9)","('sentence', 6)","('shakespeare', 5)","('caesar', 4)","('say', 4)","('wrote', 4)","('deflationary', 3)","('theory', 3)","('one', 3)","('frege', 3)","('proposition', 3)","('explicitly', 3)","('given', 3)","('murdered', 3)","('words', 3)","('hamlet', 3)","('predicate', 3)","('snow', 3)","('deflationism', 3)"
Logical Constructions_7 Mathematical Functions.txt,"('functions', 9)","('mathematical', 8)","('definite', 7)","('descriptions', 6)","('relation', 5)","('sine', 4)","('function', 4)","('russell', 3)","('analysis', 3)","('theory', 3)","('letters', 3)","('variables', 3)","('expressions', 3)","('definition', 3)","('propositional', 2)","('ldots', 2)","('etc', 2)","('logic', 2)","('represented', 2)","('sin', 2)"
Logical Constructions_6 Series Ordinal Numbers and Real Numbers.txt,"('numbers', 28)","('relation', 14)","('classes', 14)","('ordinal', 9)","('omega', 7)","('class', 6)","('similar', 6)","('defined', 5)","('number', 5)","('one', 4)","('real', 4)","('natural', 4)","('ordered', 4)","('russell', 3)","('series', 3)","('volume', 3)","('principia', 3)","('mathematica', 3)","('relations', 3)","('case', 3)"
Ontological Commitment_3 Truthmaker Accounts of Ontological Commitment.txt,"('truthmaker', 86)","('ontological', 57)","('commitment', 40)","('theory', 40)","('account', 34)","('existence', 29)","('truthmakers', 27)","('commitments', 24)","('true', 23)","('committed', 21)","('socrates', 21)","('criterion', 21)","('ontologically', 18)","('sentence', 18)","('exist', 17)","('accounts', 15)","('truthmaking', 15)","('entailment', 14)","('entities', 14)","('problem', 13)"
Consciousness_1 History of the issue.txt,"('consciousness', 21)","('century', 8)","('psychology', 7)","('mental', 6)","('nature', 5)","('conscious', 5)","('thought', 5)","('scientific', 5)","('early', 4)","('experience', 4)","('thoughts', 4)","('modern', 4)","('work', 4)","('mill', 4)","('associationist', 4)","('awareness', 3)","('least', 3)","('view', 3)","('today', 3)","('emphasis', 3)"
Bernard Bolzano_5 Ethics.txt,"('bolzano', 29)","('ought', 16)","('moral', 14)","('law', 11)","('principle', 10)","('ethics', 9)","('action', 9)","('also', 8)","('according', 8)","('supreme', 8)","('proposition', 6)","('thus', 6)","('must', 6)","('welfare', 6)","('consequences', 6)","('truth', 5)","('sentences', 5)","('logic', 4)","('ethical', 4)","('considerations', 4)"
